Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
Toyota,2014,Nigerian Used,129798,3000,Petrol,Automatic,4784000,
Toyota,2010,Nigerian Used,161209,2700,Petrol,Automatic,5408000,
Mercedes-Benz,2011,Nigerian Used,73624,3500,Petrol,Automatic,5250000,SUV
Lexus,2003,Foreign Used,239713,4700,Petrol,Automatic,5565000,SUV
Mercedes-Benz,2008,Nigerian Used,1305,3500,Petrol,Automatic,3432000,
Lexus,2004,Nigerian Used,366454,3300,Petrol,Automatic,3432000,
Lexus,2008,Nigerian Used,243860,3500,Petrol,Automatic,3045000,
Toyota,2012,Foreign Used,373365,2500,Petrol,Automatic,4725000,
Mercedes-Benz,2009,Nigerian Used,175241,3500,Petrol,Automatic,3675000,SUV
Mercedes-Benz,2010,Nigerian Used,191748,3600,Petrol,Automatic,4160000,
Toyota,2019,Brand New,10427,24,Petrol,Automatic,30450000,SUV
Mercedes-Benz,,,226924,,,Automatic,6394000,
Mercedes-Benz,,,144784,,,Automatic,4266000,
Toyota,2014,Foreign Used,104291,2400,Petrol,Automatic,5720000,
Toyota,,,46056,,,Automatic,22410000,
Toyota,2011,Foreign Used,160336,3500,Petrol,Automatic,6240000,SUV
Toyota,2012,Nigerian Used,76334,3500,Petrol,Automatic,5565000,SUV
Renault,2005,Nigerian Used,60207,2000,Petrol,Automatic,3675000,SUV
Lexus,2007,Foreign Used,131510,3500,Petrol,Automatic,4680000,
Toyota,2008,Nigerian Used,113236,3500,Petrol,Automatic,3885000,SUV
Mercedes-Benz,,,49835,,,Automatic,18826000,
Toyota,2005,Foreign Used,354671,3300,Petrol,Automatic,3780000,
Toyota,2010,Foreign Used,144121,2000,Petrol,Automatic,12600000,
Toyota,2007,Foreign Used,154843,3500,Petrol,Automatic,3255000,
Lexus,2007,Foreign Used,377520,4600,Petrol,Automatic,4200000,
Toyota,2008,Nigerian Used,198747,30,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2008,Nigerian Used,1305,3500,Petrol,Automatic,3432000,
Toyota,2016,Foreign Used,16548,2500,Petrol,Automatic,12480000,SUV
Toyota,2014,Foreign Used,119965,2500,Petrol,Automatic,4410000,
Mercedes-Benz,,,80888,,,Automatic,5610000,
Lexus,2010,Foreign Used,188896,3500,Petrol,Manual,5775000,
Mercedes-Benz,,,66491,,,Automatic,4610000,
Mini,2012,Foreign Used,144286,1600,Petrol,Automatic,6300000,
Lexus,2007,Foreign Used,148888,3500,Petrol,Automatic,4680000,
Lexus,2009,Nigerian Used,285775,3500,Petrol,Automatic,3150000,
Lexus,2008,Nigerian Used,243860,3500,Petrol,Automatic,3045000,
Toyota,2011,Foreign Used,161948,2500,Petrol,Automatic,3990000,
Toyota,2015,Foreign Used,154559,3500,Petrol,Automatic,6825000,
Mercedes-Benz,2009,Foreign Used,95356,3000,Petrol,Automatic,7350000,SUV
Toyota,2018,Foreign Used,86061,35,Petrol,Automatic,23920000,SUV
Toyota,2010,Nigerian Used,146899,35,Petrol,Automatic,5200000,SUV
Lexus,2008,Foreign Used,169463,3500,Petrol,Automatic,4410000,
Toyota,2009,Nigerian Used,225960,2700,Petrol,Automatic,6552000,SUV
Toyota,2012,Foreign Used,143428,2500,Petrol,Automatic,5720000,
Toyota,2008,Nigerian Used,259700,35,Petrol,Automatic,5200000,SUV
Mercedes-Benz,2020,Foreign Used,20106,2000,Petrol,Automatic,58800000,SUV
Toyota,2011,Nigerian Used,80973,35,Petrol,Automatic,7280000,SUV
Mercedes-Benz,2008,Nigerian Used,89833,5500,Petrol,Automatic,4200000,
Toyota,2011,Nigerian Used,215641,2500,Petrol,Automatic,5250000,
Land Rover,2007,Nigerian Used,216498,4700,Petrol,Automatic,3150000,SUV
Toyota,2012,Nigerian Used,284635,2700,Petrol,Automatic,5720000,SUV
Mercedes-Benz,2015,Foreign Used,38636,4700,Petrol,Automatic,19760000,SUV
Lexus,,,12915,,,Automatic,16810000,
Lexus,,,149693,,,Automatic,5050000,
Toyota,2011,Foreign Used,20473,3500,Petrol,Automatic,10400000,
Lexus,2004,Foreign Used,272206,4700,Petrol,Automatic,11440000,SUV
Mercedes-Benz,2010,Nigerian Used,191748,3600,Petrol,Automatic,4160000,
Toyota,2011,Nigerian Used,92016,3500,Petrol,Automatic,5880000,SUV
Lexus,2009,Foreign Used,95321,3500,Petrol,Automatic,6448000,SUV
Mercedes-Benz,,,173113,,,Automatic,5610000,
Lexus,2013,Foreign Used,139005,3400,Petrol,Automatic,12075000,SUV
Toyota,2011,Foreign Used,217124,2700,Petrol,Automatic,6760000,
Toyota,2006,Nigerian Used,,4700,Petrol,Automatic,3175000,
Lexus,2005,Nigerian Used,109691,3300,Petrol,Automatic,3360000,SUV
Lexus,2014,Foreign Used,68276,3500,Petrol,Automatic,15600000,SUV
Mercedes-Benz,2010,Foreign Used,142261,3500,Petrol,Automatic,8840000,SUV
Mercedes-Benz,2013,Foreign Used,104536,3500,Petrol,Automatic,14352000,SUV
Lexus,,,169971,,,Automatic,5386000,
Lexus,2017,Foreign Used,68077,3500,Petrol,Automatic,26000000,SUV
Mercedes-Benz,2009,Nigerian Used,323392,3500,Petrol,Automatic,3150000,
Mercedes-Benz,2013,Foreign Used,76441,2700,Petrol,Automatic,5775000,
GMC,2013,Nigerian Used,178268,35000,Petrol,Automatic,4788000,SUV
Mercedes-Benz,,,144059,,,Automatic,4490000,
Lexus,2008,Foreign Used,169463,3500,Petrol,Automatic,4410000,
Toyota,2009,Nigerian Used,89921,2700,Petrol,Automatic,14560000,SUV
Toyota,2012,Foreign Used,279555,2500,Petrol,Automatic,4725000,
Toyota,2002,Foreign Used,125606,2000,Petrol,Automatic,3255000,SUV
Mercedes-Benz,2016,Foreign Used,54116,3500,Petrol,Automatic,18375000,SUV
Toyota,2011,Nigerian Used,80973,35,Petrol,Automatic,7280000,SUV
Lexus,2012,Nigerian Used,81214,3500,Petrol,Automatic,7280000,
Toyota,2008,Foreign Used,199815,2400,Petrol,Automatic,4410000,
Toyota,2009,Foreign Used,141966,4000,Petrol,Automatic,4725000,
Toyota,2011,Foreign Used,20473,3500,Petrol,Automatic,10400000,
Toyota,2012,Nigerian Used,284635,2700,Petrol,Automatic,5720000,SUV
Mercedes-Benz,,,144784,,,Automatic,4266000,
Acura,2008,Nigerian Used,174861,3700,Petrol,Automatic,3536000,SUV
Toyota,2007,Nigerian Used,86965,5700,Petrol,Automatic,4725000,
Toyota,2005,Foreign Used,290022,3300,Petrol,Automatic,4368000,SUV
Mercedes-Benz,2010,Nigerian Used,150581,3500,Petrol,Automatic,3465000,
Land Rover,2006,Foreign Used,613630,4400,Petrol,Automatic,5200000,SUV
Mercedes-Benz,2008,Foreign Used,87432,4600,Petrol,Automatic,5775000,SUV
Mercedes-Benz,,,93916,,,Automatic,10090000,
Lexus,2012,Nigerian Used,81214,3500,Petrol,Automatic,7280000,
Lexus,,,191463,,,Automatic,4266000,
Toyota,2017,Foreign Used,98483,2700,Petrol,Automatic,7350000,
Lexus,2007,Nigerian Used,92530,3500,Petrol,Automatic,3150000,
Toyota,2009,Foreign Used,86341,2400,Petrol,Automatic,3465000,
Toyota,2006,Foreign Used,76999,2400,Petrol,Manual,6300000,
Mercedes-Benz,2003,Foreign Used,168330,5500,Petrol,Automatic,4200000,
Acura,2008,Nigerian Used,174861,3700,Petrol,Automatic,3536000,SUV
Toyota,2002,Foreign Used,125606,2000,Petrol,Automatic,3255000,SUV
Toyota,2011,Foreign Used,163022,3500,Petrol,Automatic,5460000,
Mercedes-Benz,2013,Foreign Used,76441,2700,Petrol,Automatic,5775000,
Toyota,2021,Brand New,80,4000,Petrol,Automatic,46800000,SUV
Ford,2012,Foreign Used,149681,3500,Petrol,Automatic,5720000,SUV
Toyota,2013,Foreign Used,135027,2500,Petrol,Automatic,5616000,
Toyota,2006,Nigerian Used,128397,3300,Hybrid,Automatic,3120000,SUV
Mercedes-Benz,2008,Nigerian Used,89833,5500,Petrol,Automatic,4200000,
Toyota,2010,Nigerian Used,187491,2400,Petrol,Manual,6300000,
Mercedes-Benz,2008,Foreign Used,87432,4600,Petrol,Automatic,5775000,SUV
Toyota,2008,Nigerian Used,309482,4000,Petrol,Automatic,4200000,
Mercedes-Benz,,,93916,,,Automatic,10090000,
Mercedes-Benz,2015,Foreign Used,183487,3500,Petrol,Automatic,13650000,SUV
Land Rover,2007,Nigerian Used,216498,4700,Petrol,Automatic,3150000,SUV
Toyota,2013,Foreign Used,250088,2500,Petrol,Automatic,5355000,
Toyota,2017,Foreign Used,98483,2700,Petrol,Automatic,7350000,
Lexus,2018,Foreign Used,53288,3500,Petrol,Automatic,21000000,SUV
Land Rover,2015,Foreign Used,88166,2000,Petrol,Automatic,11025000,SUV
Lexus,2005,Nigerian Used,109691,3300,Petrol,Automatic,3360000,SUV
Lexus,,,173985,,,Automatic,3594000,
Mercedes-Benz,2013,Foreign Used,104536,3500,Petrol,Automatic,14352000,SUV
Mercedes-Benz,2013,Nigerian Used,250717,3500,Petrol,Automatic,5250000,
Toyota,2011,Foreign Used,63404,3500,Petrol,Automatic,8295000,SUV
Mercedes-Benz,2010,Foreign Used,142261,3500,Petrol,Automatic,8840000,SUV
Toyota,2014,Foreign Used,234273,4700,Petrol,Automatic,16275000,
Toyota,2011,Foreign Used,161948,2500,Petrol,Automatic,3990000,
Ford,2010,Foreign Used,155547,3500,Petrol,Automatic,3952000,SUV
Mercedes-Benz,2008,Nigerian Used,237536,3500,Petrol,Automatic,3675000,SUV
Acura,2010,Foreign Used,221054,3700,Petrol,Automatic,9450000,SUV
Toyota,2005,Foreign Used,290022,3300,Petrol,Automatic,4368000,SUV
Toyota,2012,Foreign Used,350882,3500,Petrol,Automatic,7176000,
Toyota,2007,Nigerian Used,114531,3300,Petrol,Automatic,3640000,SUV
Lexus,2009,Nigerian Used,85662,35,Petrol,Automatic,3640000,
Toyota,2008,Foreign Used,209285,3500,Petrol,Automatic,3360000,
Mercedes-Benz,2012,Nigerian Used,144761,30,Petrol,Automatic,7280000,SUV
Lexus,2015,Foreign Used,40837,3500,Petrol,Automatic,10500000,SUV
Mercedes-Benz,2006,Foreign Used,185092,3500,Petrol,Automatic,6240000,SUV
Toyota,2007,Foreign Used,181160,3500,Petrol,Automatic,3360000,
Toyota,2006,Foreign Used,145366,3300,Petrol,Automatic,4160000,
Lexus,2015,Foreign Used,82357,3500,Petrol,Automatic,20500000,SUV
Toyota,2013,Foreign Used,100075,2500,Petrol,Automatic,4200000,
Lexus,2009,Nigerian Used,285775,3500,Petrol,Automatic,3150000,
Lexus,,,169971,,,Automatic,5386000,
Mercedes-Benz,2010,Foreign Used,124523,3000,Petrol,Automatic,4095000,
Mercedes-Benz,2010,Foreign Used,116697,3500,Petrol,Automatic,5565000,
Ford,2013,Foreign Used,140864,3500,Petrol,Automatic,4725000,SUV
Toyota,2008,Foreign Used,268296,3500,Petrol,Automatic,3536000,
Toyota,2014,Foreign Used,234273,4700,Petrol,Automatic,16275000,
Toyota,2012,Foreign Used,279555,2500,Petrol,Automatic,4725000,
Toyota,2007,Nigerian Used,114531,3300,Petrol,Automatic,3640000,SUV
Land Rover,2012,Foreign Used,170174,5000,Petrol,Automatic,12480000,SUV
Mercedes-Benz,,,58653,,,Automatic,3930000,
Land Rover,,,115456,,,Automatic,3370000,
Mercedes-Benz,,,33326,,,Automatic,4714000,
Lexus,2008,Nigerian Used,271598,3500,Petrol,Automatic,4160000,
Toyota,2011,Foreign Used,297082,2500,Petrol,Automatic,3990000,
Mercedes-Benz,2006,Nigerian Used,170599,3500,Petrol,Automatic,3150000,SUV
Mercedes-Benz,,,69029,,,Automatic,9866000,
Ford,2009,Foreign Used,436448,4600,Petrol,Automatic,6300000,
Ford,2012,Nigerian Used,80400,2000,Petrol,Automatic,3360000,SUV
Toyota,2008,Nigerian Used,47169,57,Petrol,Automatic,7280000,
Mercedes-Benz,,,69029,,,Automatic,9866000,
Toyota,2011,Foreign Used,141530,3500,Petrol,Automatic,6136000,
Lexus,2004,Foreign Used,158812,3300,Petrol,Automatic,5408000,
Toyota,2011,Foreign Used,297082,2500,Petrol,Automatic,3990000,
Toyota,2011,Nigerian Used,66737,2500,Petrol,Automatic,3360000,SUV
Lexus,2008,Nigerian Used,271598,3500,Petrol,Automatic,4160000,
Toyota,2010,Foreign Used,42452,,Petrol,Automatic,8320000,SUV
Toyota,2005,Foreign Used,337681,2400,Petrol,Automatic,3675000,
Toyota,2009,Foreign Used,354333,2400,Hybrid,Automatic,3150000,
Ford,,,258401,,,Automatic,3594000,
Lexus,,,86551,,,Automatic,4042000,
Mercedes-Benz,2005,Foreign Used,,3000,Diesel,Automatic,3640000,SUV
Toyota,2010,Foreign Used,135904,3500,Petrol,Automatic,3990000,
Toyota,2009,Foreign Used,86341,2400,Petrol,Automatic,3465000,
Toyota,2010,Foreign Used,17429,4000,Petrol,Manual,26250000,SUV
Lexus,2011,Foreign Used,30457,3500,Petrol,Automatic,9984000,SUV
Ford,2007,Foreign Used,303226,3500,Petrol,Automatic,3328000,SUV
Toyota,2013,Nigerian Used,89445,3500,Petrol,Automatic,6760000,SUV
Ford,2011,Nigerian Used,84719,3500,Petrol,Automatic,5250000,SUV
Mercedes-Benz,2015,Foreign Used,113731,2000,Petrol,Automatic,12600000,
Ford,,,201615,,,Automatic,4938000,
Ford,2007,Foreign Used,147723,4000,Petrol,Automatic,3150000,SUV
Ford,2012,Foreign Used,232070,3500,Petrol,Automatic,7800000,SUV
Toyota,2011,Foreign Used,160336,3500,Petrol,Automatic,6240000,SUV
Lexus,2017,Nigerian Used,52518,35,Petrol,Automatic,14700000,
Ford,2005,Foreign Used,164909,5400,Petrol,Automatic,3045000,SUV
Toyota,2008,Foreign Used,268296,3500,Petrol,Automatic,3536000,
Toyota,2011,Foreign Used,124744,3500,Petrol,Automatic,7350000,SUV
Mercedes-Benz,2012,Nigerian Used,69388,3500,Petrol,Automatic,5250000,
Toyota,2008,Nigerian Used,154929,3000,,Manual,5200000,
Toyota,2011,Nigerian Used,185520,3500,Petrol,Automatic,5225000,SUV
Ford,2013,Nigerian Used,88432,2000,Petrol,Automatic,3675000,
Ford,2011,Nigerian Used,143007,3500,Petrol,Automatic,5250000,SUV
Lexus,2008,Nigerian Used,71151,3500,Petrol,Automatic,3744000,
Ford,2009,Foreign Used,436448,4600,Petrol,Automatic,6300000,
Acura,2010,Foreign Used,370878,3700,Petrol,Automatic,3990000,
Buick,,,55388,,,Automatic,4770000,
Toyota,2021,Brand New,968,30,Petrol,Automatic,41600000,
Toyota,2016,Foreign Used,16548,2500,Petrol,Automatic,12480000,SUV
Lexus,2007,Foreign Used,82850,3500,Petrol,Automatic,4690000,
Ford,2013,Foreign Used,217417,3500,Petrol,Automatic,6240000,SUV
Mercedes-Benz,2010,Nigerian Used,33789,30,Petrol,Automatic,5250000,
Ford,2005,Foreign Used,212433,3000,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2017,Nigerian Used,39674,3500,Petrol,Automatic,13650000,SUV
Lexus,2010,Foreign Used,120660,3500,Petrol,Automatic,8400000,SUV
Toyota,2011,Nigerian Used,92016,3500,Petrol,Automatic,5880000,SUV
Ford,2014,Nigerian Used,68871,2000,Petrol,Automatic,7280000,SUV
Mercedes-Benz,2010,Nigerian Used,131144,45,Petrol,Automatic,4410000,SUV
Lexus,2008,Nigerian Used,64129,4600,Petrol,Automatic,3465000,
Toyota,2008,Foreign Used,418753,3500,Petrol,Automatic,7592000,
Mercedes-Benz,2008,Foreign Used,140038,4600,Petrol,Automatic,5250000,SUV
Ford,2011,Foreign Used,265935,3500,Petrol,Automatic,4410000,SUV
Ford,2001,Nigerian Used,173113,3500,Petrol,Automatic,4200000,
Land Rover,2008,Nigerian Used,178406,4400,Petrol,Automatic,3360000,SUV
Lexus,2009,Foreign Used,95321,3500,Petrol,Automatic,6448000,SUV
Ford,2017,Nigerian Used,124596,2000,Petrol,Automatic,12600000,
Ford,2007,Foreign Used,171104,3500,Petrol,Automatic,3952000,SUV
Ford,2012,Nigerian Used,140197,2500,Petrol,Manual,5250000,
Lexus,2006,Nigerian Used,130145,4700,Petrol,Automatic,3255000,SUV
Mercedes-Benz,2009,Nigerian Used,323392,3500,Petrol,Automatic,3150000,
Ford,2014,Nigerian Used,70964,36,Petrol,Automatic,5200000,SUV
Toyota,2006,Foreign Used,201305,3000,Petrol,Automatic,3465000,
Lexus,2011,Nigerian Used,196286,4600,Petrol,Automatic,15600000,SUV
Mercedes-Benz,2011,Foreign Used,200436,4600,Petrol,Automatic,8900000,SUV
Ford,2010,Foreign Used,134105,3500,Petrol,Automatic,3675000,SUV
Toyota,2012,Foreign Used,153345,2700,Petrol,Automatic,8112000,SUV
Toyota,2010,Nigerian Used,76966,5700,Petrol,Automatic,5775000,
Lexus,2007,Nigerian Used,,3500,Petrol,Automatic,2310000,
Mercedes-Benz,2011,Foreign Used,195029,3000,Petrol,Automatic,6240000,
Ford,2014,Nigerian Used,271943,3500,Petrol,Automatic,5200000,SUV
Lexus,2010,Nigerian Used,114626,3500,Hybrid,Automatic,6760000,SUV
Mercedes-Benz,2018,Foreign Used,115896,3500,Petrol,Automatic,24150000,SUV
Ford,2012,Foreign Used,1284898,3500,Petrol,Automatic,5250000,SUV
Toyota,2012,Nigerian Used,162229,2700,Petrol,Automatic,12600000,SUV
Lexus,2007,Nigerian Used,140981,3500,Petrol,Automatic,3150000,
Ford,2012,Foreign Used,201267,3500,Petrol,Automatic,4725000,SUV
Lexus,,,215685,,,Automatic,4042000,
Lexus,2006,Nigerian Used,90235,2500,Petrol,Automatic,3120000,
Toyota,2007,Foreign Used,282688,2400,Petrol,Automatic,3450000,
Lexus,2007,Foreign Used,171869,4600,Petrol,Automatic,5720000,
Toyota,2012,Foreign Used,124506,2500,Petrol,Automatic,5565000,
Mercedes-Benz,,,21973,,,Automatic,15690000,
Mercedes-Benz,2009,Foreign Used,96757,3000,Diesel,Automatic,4620000,SUV
Mercedes-Benz,2010,Nigerian Used,65084,3000,Petrol,Automatic,4264000,
Mercedes-Benz,2012,Foreign Used,55264,3500,Petrol,Automatic,14352000,SUV
Mercedes-Benz,,,60837,,,Automatic,8410000,
Toyota,2014,Nigerian Used,47523,3500,Petrol,Automatic,9880000,
Lexus,2012,Nigerian Used,96283,2500,Petrol,Automatic,4200000,
Toyota,2012,Foreign Used,198938,3500,Petrol,Automatic,6090000,
Toyota,2013,Nigerian Used,44496,2600,Petrol,Automatic,7280000,
Lexus,2007,Nigerian Used,268759,2500,Petrol,Automatic,3432000,
Ford,2018,Foreign Used,14405,3500,Petrol,Automatic,18375000,SUV
Ford,2011,Nigerian Used,262832,3500,Petrol,Automatic,4410000,SUV
Cadillac,,,289580,,,Automatic,6730000,
Ford,2012,Nigerian Used,80400,2000,Petrol,Automatic,3360000,SUV
Ford,2012,Foreign Used,290049,3500,Petrol,Automatic,5250000,SUV
Land Rover,,,107441,,,Automatic,3930000,
Mercedes-Benz,2010,Nigerian Used,156987,3000,Petrol,Automatic,3952000,
Toyota,2006,Nigerian Used,120820,3500,Petrol,Automatic,3120000,
Toyota,2007,Foreign Used,220902,4700,Petrol,Automatic,10400000,
Mercedes-Benz,2009,Nigerian Used,103752,4700,Petrol,Automatic,4410000,SUV
Land Rover,,,37846,,,Automatic,11210000,
Lexus,2004,Nigerian Used,84195,4700,Petrol,Automatic,4992000,SUV
Toyota,2008,Foreign Used,94447,24,Petrol,Automatic,3465000,
Acura,2010,Foreign Used,284441,3500,Petrol,Automatic,5096000,
Audi,2011,Nigerian Used,219042,2000,Petrol,Automatic,3937500,
Ford,2013,Nigerian Used,220846,3500,Petrol,Automatic,5250000,
Toyota,2007,Foreign Used,16479,3500,Petrol,Automatic,3465000,
Mercedes-Benz,2009,Foreign Used,144066,3500,Petrol,Automatic,3150000,
Ford,2012,Nigerian Used,108572,3500,Petrol,Automatic,3150000,SUV
Mercedes-Benz,2007,Nigerian Used,239582,3500,Petrol,Automatic,4056000,SUV
Toyota,2008,Nigerian Used,165146,4000,Petrol,Automatic,5200000,SUV
Mercedes-Benz,2009,Nigerian Used,159366,3500,Petrol,Automatic,4992000,SUV
Toyota,2007,Nigerian Used,140882,2700,Petrol,Automatic,6760000,SUV
Toyota,2011,Nigerian Used,129896,3500,Petrol,Automatic,4992000,
Toyota,2007,Foreign Used,141956,2400,Petrol,Automatic,3712800,
Toyota,2007,Foreign Used,153624,2400,Petrol,Automatic,3255000,
Toyota,2011,Nigerian Used,109174,3500,Petrol,Automatic,3570000,
Lexus,2008,Nigerian Used,169887,3500,Petrol,Automatic,3675000,SUV
Lexus,2010,Foreign Used,91604,3500,Petrol,Automatic,9391200,SUV
Toyota,2007,Foreign Used,16479,3500,Petrol,Automatic,3465000,
Lexus,2005,Nigerian Used,67744,4700,Petrol,Automatic,4160000,SUV
Mercedes-Benz,2010,Nigerian Used,33789,30,Petrol,Automatic,5250000,
Ford,2011,Nigerian Used,262832,3500,Petrol,Automatic,4410000,SUV
Lexus,2006,Nigerian Used,130145,4700,Petrol,Automatic,3255000,SUV
Land Rover,2006,Foreign Used,212485,4400,Petrol,Automatic,6090000,SUV
Ford,2018,Foreign Used,14405,3500,Petrol,Automatic,18375000,SUV
Ford,2013,Nigerian Used,88432,2000,Petrol,Automatic,3675000,
Toyota,2010,Foreign Used,138462,2500,Petrol,Automatic,4160000,
Lexus,2008,Nigerian Used,124886,3500,Petrol,Automatic,4160000,
Lexus,2010,Nigerian Used,310442,3400,Petrol,Automatic,5775000,SUV
Toyota,2007,Foreign Used,172580,2400,Petrol,Automatic,4576000,SUV
Ford,,,147372,,,Automatic,4714000,
Toyota,2004,Foreign Used,387265,3500,Petrol,Automatic,3465000,SUV
Toyota,2012,Nigerian Used,162229,2700,Petrol,Automatic,12600000,SUV
Toyota,2004,Foreign Used,2671736,2400,Petrol,Automatic,4992000,SUV
Mercedes-Benz,2012,Nigerian Used,176123,4600,Petrol,Automatic,7875000,SUV
Toyota,2012,Nigerian Used,68028,2500,Petrol,Automatic,4160000,
Acura,2010,Foreign Used,205258,3500,Petrol,Automatic,3360000,
Buick,,,55388,,,Automatic,4770000,
Land Rover,,,37846,,,Automatic,11210000,
Land Rover,2017,Foreign Used,87589,3000,Petrol,Automatic,32550000,SUV
Acura,2010,Foreign Used,370878,3700,Petrol,Automatic,3990000,
Lexus,2008,Nigerian Used,169887,3500,Petrol,Automatic,3675000,SUV
Lexus,2012,Nigerian Used,96283,2500,Petrol,Automatic,4200000,
Toyota,2013,Nigerian Used,44496,2600,Petrol,Automatic,7280000,
Toyota,2007,Foreign Used,220902,4700,Petrol,Automatic,10400000,
Toyota,2014,Nigerian Used,47523,3500,Petrol,Automatic,9880000,
Mercedes-Benz,2009,Nigerian Used,159366,3500,Petrol,Automatic,4992000,SUV
Mercedes-Benz,2009,Foreign Used,96757,3000,Diesel,Automatic,4620000,SUV
Toyota,2011,Nigerian Used,90000,3500,Petrol,Automatic,8320000,SUV
Ford,,,147372,,,Automatic,4714000,
Acura,2010,Foreign Used,205258,3500,Petrol,Automatic,3360000,
Toyota,2009,Foreign Used,209830,2700,Petrol,Automatic,7800000,SUV
Land Rover,2012,Nigerian Used,21632,2000,Petrol,Automatic,6090000,SUV
Land Rover,2006,Foreign Used,212485,4400,Petrol,Automatic,6090000,SUV
Toyota,2014,Nigerian Used,48858,3500,Petrol,Automatic,7280000,SUV
Lexus,2007,Foreign Used,49407,3600,Petrol,Automatic,4888000,
Toyota,2010,Foreign Used,446982,2500,Petrol,Automatic,3465000,
Mercedes-Benz,2008,Nigerian Used,283739,3500,Petrol,Automatic,3255000,
Land Rover,2013,Nigerian Used,52502,5000,Petrol,Automatic,15600000,SUV
Mercedes-Benz,2010,Nigerian Used,236078,30,Petrol,Automatic,4200000,
Toyota,2011,Foreign Used,95182,2400,Petrol,Automatic,4576000,
GMC,,,18245,,,Automatic,15000000,
Mercedes-Benz,,,76857,,,Automatic,5162000,
Lexus,2010,Nigerian Used,58108,3500,Petrol,Automatic,4680000,
Lexus,,,133201,,,Automatic,3370000,
Toyota,2007,Foreign Used,121015,2400,Petrol,Automatic,3952000,
Mercedes-Benz,,,76857,,,Automatic,5162000,
GMC,,,18245,,,Automatic,15000000,
Toyota,2007,Foreign Used,178364,3300,Petrol,Automatic,3675000,SUV
Lexus,2008,Foreign Used,264214,4700,Petrol,Automatic,9360000,SUV
Mercedes-Benz,2009,Foreign Used,144066,3500,Petrol,Automatic,3150000,
Toyota,2011,Foreign Used,95182,2400,Petrol,Automatic,4576000,
Lexus,2008,Nigerian Used,64129,4600,Petrol,Automatic,3465000,
Toyota,2010,Foreign Used,82855,2500,Petrol,Automatic,4160000,
